<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;12/09/2018;16:04;1.058.800.000.000;1.059.200.000.000;1.058.800.000.000;1.059.000.000.000;86;SPFB.RTS-12.18;1;12/10/2018;15:30;1.147.900.000.000;1.148.200.000.000;1.147.800.000.000;1.147.800.000.000;443;SPFB.RTS-12.18;1;12/11/2018;15:30;1.119.100.000.000;1.119.500.000.000;1.118.900.000.000;1.119.000.000.000;330;SPFB.RTS-12.18;1;12/12/2018;15:30;1.127.300.000.000;1.127.600.000.000;1.127.100.000.000;1.127.200.000.000;544
SPFB.RTS-12.18;1;12/09/2018;16:05;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1;SPFB.RTS-12.18;1;12/10/2018;15:31;1.147.900.000.000;1.147.900.000.000;1.147.300.000.000;1.147.400.000.000;409;SPFB.RTS-12.18;1;12/11/2018;15:31;1.119.000.000.000;1.119.900.000.000;1.118.900.000.000;1.119.700.000.000;416;SPFB.RTS-12.18;1;12/12/2018;15:31;1.127.200.000.000;1.127.500.000.000;1.127.100.000.000;1.127.100.000.000;311
SPFB.RTS-12.18;1;12/09/2018;16:08;1.059.000.000.000;1.059.100.000.000;1.059.000.000.000;1.059.100.000.000;22;SPFB.RTS-12.18;1;12/10/2018;15:32;1.147.500.000.000;1.149.300.000.000;1.147.400.000.000;1.149.100.000.000;3036;SPFB.RTS-12.18;1;12/11/2018;15:32;1.119.700.000.000;1.119.700.000.000;1.119.200.000.000;1.119.500.000.000;186;SPFB.RTS-12.18;1;12/12/2018;15:32;1.127.100.000.000;1.127.300.000.000;1.126.800.000.000;1.126.900.000.000;383
SPFB.RTS-12.18;1;12/09/2018;16:10;1.058.700.000.000;1.058.700.000.000;1.058.100.000.000;1.058.400.000.000;9;SPFB.RTS-12.18;1;12/10/2018;15:33;1.149.100.000.000;1.149.300.000.000;1.148.300.000.000;1.148.400.000.000;937;SPFB.RTS-12.18;1;12/11/2018;15:33;1.119.400.000.000;1.119.400.000.000;1.118.200.000.000;1.118.500.000.000;748;SPFB.RTS-12.18;1;12/12/2018;15:33;1.127.000.000.000;1.127.200.000.000;1.126.800.000.000;1.126.800.000.000;280
SPFB.RTS-12.18;1;12/09/2018;16:11;1.058.300.000.000;1.058.600.000.000;1.058.200.000.000;1.058.600.000.000;6;SPFB.RTS-12.18;1;12/10/2018;15:34;1.148.300.000.000;1.148.400.000.000;1.146.400.000.000;1.146.600.000.000;1376;SPFB.RTS-12.18;1;12/11/2018;15:34;1.118.500.000.000;1.118.800.000.000;1.118.200.000.000;1.118.400.000.000;354;SPFB.RTS-12.18;1;12/12/2018;15:34;1.126.800.000.000;1.127.400.000.000;1.126.800.000.000;1.127.400.000.000;290
SPFB.RTS-12.18;1;12/09/2018;16:12;1.058.400.000.000;1.058.400.000.000;1.058.300.000.000;1.058.300.000.000;10;SPFB.RTS-12.18;1;12/10/2018;15:35;1.146.600.000.000;1.146.600.000.000;1.145.200.000.000;1.145.600.000.000;1713;SPFB.RTS-12.18;1;12/11/2018;15:35;1.118.500.000.000;1.118.500.000.000;1.118.100.000.000;1.118.300.000.000;265;SPFB.RTS-12.18;1;12/12/2018;15:35;1.127.500.000.000;1.127.900.000.000;1.127.300.000.000;1.127.500.000.000;769
SPFB.RTS-12.18;1;12/09/2018;16:13;1.058.300.000.000;1.058.300.000.000;1.058.000.000.000;1.058.000.000.000;49;SPFB.RTS-12.18;1;12/10/2018;15:36;1.145.600.000.000;1.146.100.000.000;1.145.000.000.000;1.145.500.000.000;1033;SPFB.RTS-12.18;1;12/11/2018;15:36;1.118.200.000.000;1.118.700.000.000;1.118.100.000.000;1.118.500.000.000;460;SPFB.RTS-12.18;1;12/12/2018;15:36;1.127.600.000.000;1.128.700.000.000;1.127.600.000.000;1.128.600.000.000;1429
SPFB.RTS-12.18;1;12/09/2018;16:15;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;51;SPFB.RTS-12.18;1;12/10/2018;15:37;1.145.600.000.000;1.146.200.000.000;1.145.500.000.000;1.146.100.000.000;784;SPFB.RTS-12.18;1;12/11/2018;15:37;1.118.500.000.000;1.119.300.000.000;1.118.400.000.000;1.119.000.000.000;665;SPFB.RTS-12.18;1;12/12/2018;15:37;1.128.700.000.000;1.129.000.000.000;1.128.200.000.000;1.129.000.000.000;668
SPFB.RTS-12.18;1;12/09/2018;16:17;1.058.600.000.000;1.059.000.000.000;1.058.600.000.000;1.058.600.000.000;103;SPFB.RTS-12.18;1;12/10/2018;15:38;1.146.000.000.000;1.146.100.000.000;1.145.300.000.000;1.145.800.000.000;523;SPFB.RTS-12.18;1;12/11/2018;15:38;1.118.900.000.000;1.119.600.000.000;1.118.900.000.000;1.119.400.000.000;662;SPFB.RTS-12.18;1;12/12/2018;15:38;1.129.000.000.000;1.129.400.000.000;1.128.900.000.000;1.129.100.000.000;652
SPFB.RTS-12.18;1;12/09/2018;16:19;1.058.400.000.000;1.058.400.000.000;1.058.400.000.000;1.058.400.000.000;1;SPFB.RTS-12.18;1;12/10/2018;15:39;1.145.900.000.000;1.146.500.000.000;1.145.900.000.000;1.146.500.000.000;420;SPFB.RTS-12.18;1;12/11/2018;15:39;1.119.500.000.000;1.119.700.000.000;1.119.300.000.000;1.119.400.000.000;559;SPFB.RTS-12.18;1;12/12/2018;15:39;1.129.100.000.000;1.129.200.000.000;1.128.500.000.000;1.129.000.000.000;604
SPFB.RTS-12.18;1;12/09/2018;16:21;1.058.500.000.000;1.058.500.000.000;1.058.000.000.000;1.058.000.000.000;4;SPFB.RTS-12.18;1;12/10/2018;15:40;1.146.500.000.000;1.147.000.000.000;1.146.200.000.000;1.146.500.000.000;668;SPFB.RTS-12.18;1;12/11/2018;15:40;1.119.300.000.000;1.119.900.000.000;1.119.200.000.000;1.119.600.000.000;310;SPFB.RTS-12.18;1;12/12/2018;15:40;1.128.800.000.000;1.129.100.000.000;1.128.300.000.000;1.128.600.000.000;411
SPFB.RTS-12.18;1;12/09/2018;16:22;1.058.000.000.000;1.058.000.000.000;1.057.900.000.000;1.057.900.000.000;3;SPFB.RTS-12.18;1;12/10/2018;15:41;1.146.400.000.000;1.146.800.000.000;1.146.100.000.000;1.146.500.000.000;386;SPFB.RTS-12.18;1;12/11/2018;15:41;1.119.700.000.000;1.120.800.000.000;1.119.600.000.000;1.120.400.000.000;1173;SPFB.RTS-12.18;1;12/12/2018;15:41;1.128.500.000.000;1.129.200.000.000;1.128.500.000.000;1.129.200.000.000;426
SPFB.RTS-12.18;1;12/09/2018;16:23;1.058.000.000.000;1.058.000.000.000;1.057.600.000.000;1.057.600.000.000;11;SPFB.RTS-12.18;1;12/10/2018;15:42;1.146.500.000.000;1.147.200.000.000;1.146.400.000.000;1.146.500.000.000;774;SPFB.RTS-12.18;1;12/11/2018;15:42;1.120.300.000.000;1.120.500.000.000;1.120.100.000.000;1.120.300.000.000;472;SPFB.RTS-12.18;1;12/12/2018;15:42;1.129.100.000.000;1.129.500.000.000;1.129.000.000.000;1.129.100.000.000;1217
SPFB.RTS-12.18;1;12/09/2018;16:24;1.057.200.000.000;1.057.200.000.000;1.057.100.000.000;1.057.100.000.000;38;SPFB.RTS-12.18;1;12/10/2018;15:43;1.146.500.000.000;1.146.500.000.000;1.145.200.000.000;1.145.600.000.000;1129;SPFB.RTS-12.18;1;12/11/2018;15:43;1.120.400.000.000;1.120.600.000.000;1.120.300.000.000;1.120.500.000.000;135;SPFB.RTS-12.18;1;12/12/2018;15:43;1.129.100.000.000;1.129.100.000.000;1.128.500.000.000;1.128.800.000.000;461
SPFB.RTS-12.18;1;12/09/2018;16:26;1.057.400.000.000;1.057.600.000.000;1.057.400.000.000;1.057.600.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:44;1.145.700.000.000;1.145.800.000.000;1.144.600.000.000;1.144.900.000.000;874;SPFB.RTS-12.18;1;12/11/2018;15:44;1.120.600.000.000;1.120.600.000.000;1.120.100.000.000;1.120.100.000.000;313;SPFB.RTS-12.18;1;12/12/2018;15:44;1.128.800.000.000;1.129.100.000.000;1.128.400.000.000;1.128.800.000.000;244
SPFB.RTS-12.18;1;12/09/2018;16:27;1.057.900.000.000;1.058.100.000.000;1.057.900.000.000;1.058.100.000.000;3;SPFB.RTS-12.18;1;12/10/2018;15:45;1.144.700.000.000;1.145.300.000.000;1.144.100.000.000;1.144.100.000.000;627;SPFB.RTS-12.18;1;12/11/2018;15:45;1.120.200.000.000;1.120.800.000.000;1.120.100.000.000;1.120.200.000.000;577;SPFB.RTS-12.18;1;12/12/2018;15:45;1.128.700.000.000;1.129.000.000.000;1.128.600.000.000;1.128.800.000.000;504
SPFB.RTS-12.18;1;12/09/2018;16:28;1.058.000.000.000;1.058.200.000.000;1.057.600.000.000;1.057.600.000.000;16;SPFB.RTS-12.18;1;12/10/2018;15:46;1.144.100.000.000;1.145.300.000.000;1.144.000.000.000;1.145.000.000.000;532;SPFB.RTS-12.18;1;12/11/2018;15:46;1.120.200.000.000;1.120.900.000.000;1.120.100.000.000;1.120.300.000.000;917;SPFB.RTS-12.18;1;12/12/2018;15:46;1.128.600.000.000;1.129.100.000.000;1.128.500.000.000;1.128.900.000.000;299
SPFB.RTS-12.18;1;12/09/2018;16:29;1.057.400.000.000;1.057.400.000.000;1.057.400.000.000;1.057.400.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:47;1.144.900.000.000;1.145.100.000.000;1.144.500.000.000;1.145.000.000.000;371;SPFB.RTS-12.18;1;12/11/2018;15:47;1.120.300.000.000;1.120.600.000.000;1.120.300.000.000;1.120.500.000.000;116;SPFB.RTS-12.18;1;12/12/2018;15:47;1.128.900.000.000;1.129.200.000.000;1.128.800.000.000;1.128.900.000.000;191
SPFB.RTS-12.18;1;12/09/2018;16:30;1.057.300.000.000;1.057.300.000.000;1.057.000.000.000;1.057.000.000.000;77;SPFB.RTS-12.18;1;12/10/2018;15:48;1.145.000.000.000;1.145.000.000.000;1.144.200.000.000;1.144.300.000.000;391;SPFB.RTS-12.18;1;12/11/2018;15:48;1.120.400.000.000;1.120.500.000.000;1.120.100.000.000;1.120.200.000.000;165;SPFB.RTS-12.18;1;12/12/2018;15:48;1.129.000.000.000;1.129.400.000.000;1.128.900.000.000;1.128.900.000.000;1010
SPFB.RTS-12.18;1;12/09/2018;16:31;1.057.100.000.000;1.057.200.000.000;1.057.100.000.000;1.057.200.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:49;1.144.200.000.000;1.144.300.000.000;1.143.600.000.000;1.144.100.000.000;664;SPFB.RTS-12.18;1;12/11/2018;15:49;1.120.300.000.000;1.120.600.000.000;1.120.200.000.000;1.120.600.000.000;406;SPFB.RTS-12.18;1;12/12/2018;15:49;1.128.900.000.000;1.129.000.000.000;1.127.800.000.000;1.127.900.000.000;1003
SPFB.RTS-12.18;1;12/09/2018;16:32;1.056.900.000.000;1.056.900.000.000;1.056.900.000.000;1.056.900.000.000;11;SPFB.RTS-12.18;1;12/10/2018;15:50;1.144.200.000.000;1.144.200.000.000;1.143.200.000.000;1.143.700.000.000;653;SPFB.RTS-12.18;1;12/11/2018;15:50;1.120.700.000.000;1.121.400.000.000;1.120.700.000.000;1.120.900.000.000;828;SPFB.RTS-12.18;1;12/12/2018;15:50;1.127.900.000.000;1.127.900.000.000;1.127.300.000.000;1.127.300.000.000;636
SPFB.RTS-12.18;1;12/09/2018;16:34;1.057.400.000.000;1.058.000.000.000;1.057.400.000.000;1.057.600.000.000;12;SPFB.RTS-12.18;1;12/10/2018;15:51;1.143.900.000.000;1.144.200.000.000;1.143.600.000.000;1.144.000.000.000;399;SPFB.RTS-12.18;1;12/11/2018;15:51;1.120.900.000.000;1.121.200.000.000;1.120.800.000.000;1.121.100.000.000;219;SPFB.RTS-12.18;1;12/12/2018;15:51;1.127.300.000.000;1.127.500.000.000;1.126.800.000.000;1.127.000.000.000;485
SPFB.RTS-12.18;1;12/09/2018;16:35;1.058.300.000.000;1.058.300.000.000;1.058.200.000.000;1.058.200.000.000;3;SPFB.RTS-12.18;1;12/10/2018;15:52;1.143.900.000.000;1.144.500.000.000;1.143.200.000.000;1.143.400.000.000;674;SPFB.RTS-12.18;1;12/11/2018;15:52;1.121.100.000.000;1.121.200.000.000;1.120.800.000.000;1.120.800.000.000;292;SPFB.RTS-12.18;1;12/12/2018;15:52;1.126.800.000.000;1.127.100.000.000;1.126.800.000.000;1.126.800.000.000;166
SPFB.RTS-12.18;1;12/09/2018;16:36;1.057.700.000.000;1.057.700.000.000;1.057.700.000.000;1.057.700.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:53;1.143.300.000.000;1.143.600.000.000;1.141.800.000.000;1.141.900.000.000;2205;SPFB.RTS-12.18;1;12/11/2018;15:53;1.120.800.000.000;1.120.900.000.000;1.120.200.000.000;1.120.300.000.000;356;SPFB.RTS-12.18;1;12/12/2018;15:53;1.126.800.000.000;1.127.400.000.000;1.126.700.000.000;1.127.300.000.000;211
SPFB.RTS-12.18;1;12/09/2018;16:37;1.057.500.000.000;1.057.500.000.000;1.057.500.000.000;1.057.500.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:54;1.142.000.000.000;1.142.700.000.000;1.141.900.000.000;1.142.700.000.000;714;SPFB.RTS-12.18;1;12/11/2018;15:54;1.120.400.000.000;1.120.400.000.000;1.119.700.000.000;1.119.900.000.000;659;SPFB.RTS-12.18;1;12/12/2018;15:54;1.127.400.000.000;1.127.500.000.000;1.126.200.000.000;1.126.500.000.000;1479
SPFB.RTS-12.18;1;12/09/2018;16:38;1.057.500.000.000;1.057.500.000.000;1.057.400.000.000;1.057.400.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:55;1.142.700.000.000;1.142.800.000.000;1.141.500.000.000;1.141.600.000.000;847;SPFB.RTS-12.18;1;12/11/2018;15:55;1.119.900.000.000;1.120.100.000.000;1.119.400.000.000;1.119.400.000.000;586;SPFB.RTS-12.18;1;12/12/2018;15:55;1.126.600.000.000;1.126.700.000.000;1.126.100.000.000;1.126.600.000.000;700
SPFB.RTS-12.18;1;12/09/2018;16:41;1.057.600.000.000;1.057.600.000.000;1.057.600.000.000;1.057.600.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:56;1.141.800.000.000;1.142.200.000.000;1.141.600.000.000;1.142.200.000.000;557;SPFB.RTS-12.18;1;12/11/2018;15:56;1.119.500.000.000;1.119.900.000.000;1.118.700.000.000;1.118.800.000.000;1403;SPFB.RTS-12.18;1;12/12/2018;15:56;1.126.600.000.000;1.126.900.000.000;1.126.400.000.000;1.126.700.000.000;494
SPFB.RTS-12.18;1;12/09/2018;16:42;1.057.700.000.000;1.057.700.000.000;1.057.700.000.000;1.057.700.000.000;1;SPFB.RTS-12.18;1;12/10/2018;15:57;1.142.100.000.000;1.143.000.000.000;1.142.100.000.000;1.142.900.000.000;935;SPFB.RTS-12.18;1;12/11/2018;15:57;1.118.800.000.000;1.119.300.000.000;1.118.700.000.000;1.119.100.000.000;367;SPFB.RTS-12.18;1;12/12/2018;15:57;1.126.600.000.000;1.126.900.000.000;1.126.500.000.000;1.126.800.000.000;222
SPFB.RTS-12.18;1;12/09/2018;16:44;1.058.200.000.000;1.058.300.000.000;1.058.200.000.000;1.058.300.000.000;2;SPFB.RTS-12.18;1;12/10/2018;15:58;1.142.900.000.000;1.143.000.000.000;1.142.100.000.000;1.142.300.000.000;392;SPFB.RTS-12.18;1;12/11/2018;15:58;1.119.000.000.000;1.119.100.000.000;1.117.600.000.000;1.118.000.000.000;1654;SPFB.RTS-12.18;1;12/12/2018;15:58;1.126.700.000.000;1.127.000.000.000;1.126.600.000.000;1.126.700.000.000;237
SPFB.RTS-12.18;1;12/09/2018;16:46;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;4;SPFB.RTS-12.18;1;12/10/2018;15:59;1.142.400.000.000;1.142.400.000.000;1.141.700.000.000;1.142.000.000.000;467;SPFB.RTS-12.18;1;12/11/2018;15:59;1.118.000.000.000;1.118.300.000.000;1.117.300.000.000;1.118.100.000.000;1436;SPFB.RTS-12.18;1;12/12/2018;15:59;1.126.800.000.000;1.127.500.000.000;1.126.800.000.000;1.127.300.000.000;380
SPFB.RTS-12.18;1;12/09/2018;16:47;1.059.200.000.000;1.059.700.000.000;1.059.200.000.000;1.059.700.000.000;48;SPFB.RTS-12.18;1;12/10/2018;16:00;1.142.000.000.000;1.142.200.000.000;1.141.300.000.000;1.141.700.000.000;952;SPFB.RTS-12.18;1;12/11/2018;16:00;1.118.000.000.000;1.118.700.000.000;1.118.000.000.000;1.118.400.000.000;947;SPFB.RTS-12.18;1;12/12/2018;16:00;1.127.500.000.000;1.127.700.000.000;1.126.700.000.000;1.126.800.000.000;386
SPFB.RTS-12.18;1;12/09/2018;16:48;1.059.400.000.000;1.059.400.000.000;1.059.400.000.000;1.059.400.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:01;1.141.600.000.000;1.142.400.000.000;1.141.200.000.000;1.142.400.000.000;944;SPFB.RTS-12.18;1;12/11/2018;16:01;1.118.500.000.000;1.118.800.000.000;1.117.900.000.000;1.118.000.000.000;851;SPFB.RTS-12.18;1;12/12/2018;16:01;1.126.900.000.000;1.127.300.000.000;1.126.700.000.000;1.127.300.000.000;623
SPFB.RTS-12.18;1;12/09/2018;16:50;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:02;1.142.400.000.000;1.143.600.000.000;1.142.400.000.000;1.143.400.000.000;892;SPFB.RTS-12.18;1;12/11/2018;16:02;1.118.100.000.000;1.118.400.000.000;1.118.000.000.000;1.118.300.000.000;262;SPFB.RTS-12.18;1;12/12/2018;16:02;1.127.400.000.000;1.127.900.000.000;1.127.200.000.000;1.127.800.000.000;491
SPFB.RTS-12.18;1;12/09/2018;16:51;1.058.600.000.000;1.058.600.000.000;1.058.000.000.000;1.058.000.000.000;17;SPFB.RTS-12.18;1;12/10/2018;16:03;1.143.400.000.000;1.143.900.000.000;1.142.600.000.000;1.143.100.000.000;950;SPFB.RTS-12.18;1;12/11/2018;16:03;1.118.200.000.000;1.118.700.000.000;1.118.000.000.000;1.118.700.000.000;457;SPFB.RTS-12.18;1;12/12/2018;16:03;1.127.800.000.000;1.128.200.000.000;1.127.600.000.000;1.128.200.000.000;623
SPFB.RTS-12.18;1;12/09/2018;16:54;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:04;1.143.100.000.000;1.144.900.000.000;1.143.100.000.000;1.144.700.000.000;1168;SPFB.RTS-12.18;1;12/11/2018;16:04;1.118.600.000.000;1.118.700.000.000;1.118.500.000.000;1.118.500.000.000;199;SPFB.RTS-12.18;1;12/12/2018;16:04;1.128.100.000.000;1.128.700.000.000;1.128.100.000.000;1.128.200.000.000;670
SPFB.RTS-12.18;1;12/09/2018;16:56;1.058.800.000.000;1.058.800.000.000;1.058.800.000.000;1.058.800.000.000;2;SPFB.RTS-12.18;1;12/10/2018;16:05;1.144.600.000.000;1.144.700.000.000;1.144.000.000.000;1.144.200.000.000;609;SPFB.RTS-12.18;1;12/11/2018;16:05;1.118.500.000.000;1.118.500.000.000;1.117.700.000.000;1.118.100.000.000;1378;SPFB.RTS-12.18;1;12/12/2018;16:05;1.128.200.000.000;1.128.200.000.000;1.127.300.000.000;1.127.400.000.000;525
SPFB.RTS-12.18;1;12/09/2018;17:00;1.058.100.000.000;1.058.100.000.000;1.058.100.000.000;1.058.100.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:06;1.144.300.000.000;1.144.400.000.000;1.143.400.000.000;1.143.700.000.000;520;SPFB.RTS-12.18;1;12/11/2018;16:06;1.118.300.000.000;1.118.300.000.000;1.117.500.000.000;1.117.900.000.000;239;SPFB.RTS-12.18;1;12/12/2018;16:06;1.127.300.000.000;1.128.000.000.000;1.127.200.000.000;1.128.000.000.000;373
SPFB.RTS-12.18;1;12/09/2018;17:01;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1.059.000.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:07;1.143.800.000.000;1.144.000.000.000;1.143.500.000.000;1.143.800.000.000;209;SPFB.RTS-12.18;1;12/11/2018;16:07;1.118.000.000.000;1.118.600.000.000;1.117.800.000.000;1.118.200.000.000;247;SPFB.RTS-12.18;1;12/12/2018;16:07;1.128.000.000.000;1.128.100.000.000;1.127.300.000.000;1.127.300.000.000;219
SPFB.RTS-12.18;1;12/09/2018;17:02;1.059.300.000.000;1.060.500.000.000;1.059.300.000.000;1.059.300.000.000;67;SPFB.RTS-12.18;1;12/10/2018;16:08;1.143.800.000.000;1.143.900.000.000;1.143.200.000.000;1.143.500.000.000;297;SPFB.RTS-12.18;1;12/11/2018;16:08;1.118.300.000.000;1.119.000.000.000;1.118.300.000.000;1.118.700.000.000;416;SPFB.RTS-12.18;1;12/12/2018;16:08;1.127.200.000.000;1.127.700.000.000;1.127.100.000.000;1.127.300.000.000;345
SPFB.RTS-12.18;1;12/09/2018;17:03;1.060.300.000.000;1.060.600.000.000;1.060.100.000.000;1.060.300.000.000;12;SPFB.RTS-12.18;1;12/10/2018;16:09;1.143.400.000.000;1.144.500.000.000;1.143.300.000.000;1.144.200.000.000;649;SPFB.RTS-12.18;1;12/11/2018;16:09;1.118.800.000.000;1.118.900.000.000;1.118.500.000.000;1.118.700.000.000;461;SPFB.RTS-12.18;1;12/12/2018;16:09;1.127.500.000.000;1.127.800.000.000;1.127.300.000.000;1.127.300.000.000;249
SPFB.RTS-12.18;1;12/09/2018;17:04;1.060.400.000.000;1.060.500.000.000;1.059.400.000.000;1.059.400.000.000;16;SPFB.RTS-12.18;1;12/10/2018;16:10;1.144.000.000.000;1.145.400.000.000;1.143.800.000.000;1.145.300.000.000;1084;SPFB.RTS-12.18;1;12/11/2018;16:10;1.118.800.000.000;1.118.800.000.000;1.118.200.000.000;1.118.300.000.000;134;SPFB.RTS-12.18;1;12/12/2018;16:10;1.127.400.000.000;1.127.400.000.000;1.126.600.000.000;1.127.400.000.000;564
SPFB.RTS-12.18;1;12/09/2018;17:05;1.059.100.000.000;1.059.100.000.000;1.059.100.000.000;1.059.100.000.000;1;SPFB.RTS-12.18;1;12/10/2018;16:11;1.145.200.000.000;1.145.500.000.000;1.144.700.000.000;1.144.700.000.000;455;SPFB.RTS-12.18;1;12/11/2018;16:11;1.118.300.000.000;1.118.700.000.000;1.118.200.000.000;1.118.500.000.000;172;SPFB.RTS-12.18;1;12/12/2018;16:11;1.127.200.000.000;1.127.500.000.000;1.127.100.000.000;1.127.100.000.000;178
SPFB.RTS-12.18;1;12/09/2018;17:09;1.059.300.000.000;1.059.500.000.000;1.059.300.000.000;1.059.400.000.000;4;SPFB.RTS-12.18;1;12/10/2018;16:12;1.144.800.000.000;1.145.000.000.000;1.144.300.000.000;1.144.300.000.000;294;SPFB.RTS-12.18;1;12/11/2018;16:12;1.118.600.000.000;1.118.800.000.000;1.117.900.000.000;1.118.100.000.000;301;SPFB.RTS-12.18;1;12/12/2018;16:12;1.127.200.000.000;1.127.200.000.000;1.126.800.000.000;1.127.000.000.000;188
SPFB.RTS-12.18;1;12/09/2018;17:10;1.059.200.000.000;1.059.200.000.000;1.059.000.000.000;1.059.000.000.000;151;SPFB.RTS-12.18;1;12/10/2018;16:13;1.144.300.000.000;1.144.700.000.000;1.144.100.000.000;1.144.100.000.000;259;SPFB.RTS-12.18;1;12/11/2018;16:13;1.118.100.000.000;1.118.500.000.000;1.117.900.000.000;1.118.100.000.000;453;SPFB.RTS-12.18;1;12/12/2018;16:13;1.127.000.000.000;1.127.000.000.000;1.126.400.000.000;1.126.600.000.000;453
SPFB.RTS-12.18;1;12/09/2018;17:11;1.058.700.000.000;1.058.700.000.000;1.058.400.000.000;1.058.500.000.000;24;SPFB.RTS-12.18;1;12/10/2018;16:14;1.144.300.000.000;1.144.700.000.000;1.144.200.000.000;1.144.600.000.000;216;SPFB.RTS-12.18;1;12/11/2018;16:14;1.118.000.000.000;1.118.000.000.000;1.117.300.000.000;1.117.400.000.000;520;SPFB.RTS-12.18;1;12/12/2018;16:14;1.126.600.000.000;1.126.800.000.000;1.126.500.000.000;1.126.800.000.000;225
SPFB.RTS-12.18;1;12/09/2018;17:13;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;1.058.500.000.000;10;SPFB.RTS-12.18;1;12/10/2018;16:15;1.144.400.000.000;1.144.900.000.000;1.144.200.000.000;1.144.600.000.000;224;SPFB.RTS-12.18;1;12/11/2018;16:15;1.117.300.000.000;1.118.000.000.000;1.117.200.000.000;1.117.700.000.000;864;SPFB.RTS-12.18;1;12/12/2018;16:15;1.126.800.000.000;1.126.800.000.000;1.126.400.000.000;1.126.600.000.000;246
SPFB.RTS-12.18;1;12/09/2018;17:14;1.058.400.000.000;1.058.400.000.000;1.058.400.000.000;1.058.400.000.000;2;SPFB.RTS-12.18;1;12/10/2018;16:16;1.144.600.000.000;1.144.600.000.000;1.143.600.000.000;1.143.700.000.000;568;SPFB.RTS-12.18;1;12/11/2018;16:16;1.117.700.000.000;1.118.400.000.000;1.117.600.000.000;1.118.300.000.000;490;SPFB.RTS-12.18;1;12/12/2018;16:16;1.126.600.000.000;1.126.800.000.000;1.126.400.000.000;1.126.500.000.000;345
SPFB.RTS-12.18;1;12/09/2018;17:15;1.058.400.000.000;1.058.400.000.000;1.058.200.000.000;1.058.200.000.000;3;SPFB.RTS-12.18;1;12/10/2018;16:17;1.143.600.000.000;1.143.800.000.000;1.143.200.000.000;1.143.400.000.000;424;SPFB.RTS-12.18;1;12/11/2018;16:17;1.118.400.000.000;1.118.600.000.000;1.118.200.000.000;1.118.500.000.000;452;SPFB.RTS-12.18;1;12/12/2018;16:17;1.126.500.000.000;1.126.600.000.000;1.126.100.000.000;1.126.600.000.000;524
SPFB.RTS-12.18;1;12/09/2018;17:16;1.058.000.000.000;1.058.000.000.000;1.057.700.000.000;1.057.700.000.000;2;SPFB.RTS-12.18;1;12/10/2018;16:18;1.143.500.000.000;1.143.800.000.000;1.143.300.000.000;1.143.700.000.000;138;SPFB.RTS-12.18;1;12/11/2018;16:18;1.118.400.000.000;1.118.400.000.000;1.117.900.000.000;1.118.200.000.000;386;SPFB.RTS-12.18;1;12/12/2018;16:18;1.126.500.000.000;1.126.900.000.000;1.126.400.000.000;1.126.900.000.000;363
SPFB.RTS-12.18;1;12/09/2018;17:17;1.057.700.000.000;1.057.700.000.000;1.057.200.000.000;1.057.500.000.000;5;SPFB.RTS-12.18;1;12/10/2018;16:19;1.143.600.000.000;1.143.700.000.000;1.143.400.000.000;1.143.400.000.000;31;SPFB.RTS-12.18;1;12/11/2018;16:19;1.118.200.000.000;1.118.200.000.000;1.117.500.000.000;1.117.600.000.000;515;SPFB.RTS-12.18;1;12/12/2018;16:19;1.126.900.000.000;1.126.900.000.000;1.126.600.000.000;1.126.700.000.000;135
